"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0.1,0.015,0.01,0,0,0,0.054301
0,0.02,0.01,0,0,0,0.021948
0.005,0.02,0.01,-0.0038009,0.010711,0,0.015497
0.01,0.02,0.01,-0.011905,0.021065,0,0.0049455
0.015,0.02,0.01,-0.024279,0.028967,0,-0.0012293
0.02,0.02,0.01,-0.038966,0.0335,0,-0.0038617
0.025,0.02,0.01,-0.054381,0.034484,0,-0.003487
0.03,0.02,0.01,-0.069154,0.032143,0,-0.00021341
0.035,0.02,0.01,-0.08207,0.026939,0,0.0056886
0.04,0.02,0.01,-0.092132,0.019466,0,0.013781
0.045,0.02,0.01,-0.098594,0.01039,0,0.023507
0.05,0.02,0.01,-0.10098,0.00042649,0,0.034199
0.055,0.02,0.01,-0.099073,-0.0096652,0,0.045097
0.06,0.02,0.01,-0.092973,-0.019084,0,0.055378
0.065,0.02,0.01,-0.083072,-0.027,0,0.064205
0.07,0.02,0.01,-0.070086,-0.032595,0,0.070797
0.075,0.02,0.01,-0.055053,-0.035131,0,0.074506
0.08,0.02,0.01,-0.03929,-0.034073,0,0.074936
0.085,0.02,0.01,-0.024298,-0.029231,0,0.072
0.09,0.02,0.01,-0.011774,-0.020953,0,0.065352
0.095,0.02,0.01,-0.003688,-0.010418,0,0.054464
0.1,0.02,0.01,0,0,0,0.047922
0,0.025,0.01,0,0,0,0.02443
0.005,0.025,0.01,-0.0048706,0.017462,0,0.01634
0.01,0.025,0.01,-0.015021,0.032821,0,0.0032804
0.015,0.025,0.01,-0.030245,0.043981,0,-0.0041038
0.02,0.025,0.01,-0.048011,0.050068,0,-0.0071763
0.025,0.025,0.01,-0.066388,0.051018,0,-0.0068544
0.03,0.025,0.01,-0.083802,0.04724,0,-0.0033975
0.035,0.025,0.01,-0.09891,0.039431,0,0.0028308
0.04,0.025,0.01,-0.11063,0.028443,0,0.011343
0.045,0.025,0.01,-0.11818,0.01521,0,0.021568
0.05,0.025,0.01,-0.12104,0.00072984,0,0.032847
0.055,0.025,0.01,-0.11897,-0.013948,0,0.044423
0.06,0.025,0.01,-0.11205,-0.027713,0,0.055461
0.065,0.025,0.01,-0.10067,-0.039406,0,0.065078
0.07,0.025,0.01,-0.085546,-0.047866,0,0.072401
0.075,0.025,0.01,-0.067804,-0.052023,0,0.076639
0.08,0.025,0.01,-0.048909,-0.05105,0,0.077227
0.085,0.025,0.01,-0.030617,-0.044557,0,0.073879
0.09,0.025,0.01,-0.015038,-0.032824,0,0.065874
0.095,0.025,0.01,-0.0047874,-0.017118,0,0.052226
0.1,0.025,0.01,0,0,0,0.043905
0,0.03,0.01,0,0,0,0.022755
0.005,0.03,0.01,-0.0059329,0.025767,0,0.013005
0.01,0.03,0.01,-0.018132,0.047086,0,-0.0025891
0.015,0.03,0.01,-0.036202,0.061936,0,-0.011149
0.02,0.03,0.01,-0.057,0.069609,0,-0.014524
0.025,0.03,0.01,-0.078237,0.07029,0,-0.013996
0.03,0.03,0.01,-0.098149,0.06468,0,-0.009974
0.035,0.03,0.01,-0.11529,0.053782,0,-0.0029231
0.04,0.03,0.01,-0.12856,0.038749,0,0.0066052
0.045,0.03,0.01,-0.13713,0.020805,0,0.018012
0.05,0.03,0.01,-0.1405,0.0012278,0,0.030625
0.055,0.03,0.01,-0.1384,-0.018644,0,0.043671
0.06,0.03,0.01,-0.13086,-0.037392,0,0.056272
0.065,0.03,0.01,-0.11823,-0.053516,0,0.067466
0.07,0.03,0.01,-0.10119,-0.065474,0,0.076243
0.075,0.03,0.01,-0.080882,-0.071791,0,0.081623
0.08,0.03,0.01,-0.058894,-0.07124,0,0.082817
0.085,0.03,0.01,-0.037232,-0.063094,0,0.079308
0.09,0.03,0.01,-0.018466,-0.047426,0,0.069984
0.095,0.03,0.01,-0.0059384,-0.02548,0,0.05343
0.1,0.03,0.01,0,0,0,0.04322
0,0.035,0.01,0,0,0,0.015835
0.005,0.035,0.01,-0.0070408,0.03565,0,0.0043894
0.01,0.035,0.01,-0.021344,0.063888,0,-0.013735
0.015,0.035,0.01,-0.042281,0.082822,0,-0.023314
0.02,0.035,0.01,-0.066053,0.092055,0,-0.026698
0.025,0.035,0.01,-0.090001,0.092175,0,-0.02556
0.03,0.035,0.01,-0.1122,0.084306,0,-0.020475
0.035,0.035,0.01,-0.13115,0.069844,0,-0.012021
0.04,0.035,0.01,-0.14577,0.050288,0,-0.00082214
0.045,0.035,0.01,-0.15527,0.027161,0,0.012488
0.05,0.035,0.01,-0.15917,0.0020081,0,0.02722
0.055,0.035,0.01,-0.1572,-0.023574,0,0.042575
0.06,0.035,0.01,-0.1493,-0.047883,0,0.057626
0.065,0.035,0.01,-0.13574,-0.069083,0,0.071304
0.07,0.035,0.01,-0.1171,-0.085222,0,0.082432
0.075,0.035,0.01,-0.094466,-0.094338,0,0.089782
0.08,0.035,0.01,-0.069478,-0.09467,0,0.09228
0.085,0.035,0.01,-0.044376,-0.084977,0,0.089105
0.09,0.035,0.01,-0.022231,-0.064933,0,0.078675
0.095,0.035,0.01,-0.0072225,-0.03563,0,0.059087
0.1,0.035,0.01,0,0,0,0.046838
0,0.04,0.01,0,0,0,0.0024649
0.005,0.04,0.01,-0.0082451,0.047187,0,-0.010738
0.01,0.04,0.01,-0.02475,0.083287,0,-0.031365
0.015,0.04,0.01,-0.048576,0.10661,0,-0.041672
0.02,0.04,0.01,-0.07519,0.11727,0,-0.044596
0.025,0.04,0.01,-0.10157,0.11644,0,-0.042277
0.03,0.04,0.01,-0.12567,0.10584,0,-0.035494
0.035,0.04,0.01,-0.14604,0.087351,0,-0.024958
0.04,0.04,0.01,-0.16167,0.062872,0,-0.011371
0.045,0.04,0.01,-0.17191,0.034218,0,0.0046063
0.05,0.04,0.01,-0.17633,0.0031588,0,0.022277
0.055,0.04,0.01,-0.17465,-0.028505,0,0.040834
0.06,0.04,0.01,-0.16676,-0.058843,0,0.059305
0.065,0.04,0.01,-0.15274,-0.085719,0,0.076517
0.07,0.04,0.01,-0.13301,-0.10676,0,0.091093
0.075,0.04,0.01,-0.10849,-0.11943,0,0.10151
0.08,0.04,0.01,-0.08076,-0.12129,0,0.10632
0.085,0.04,0.01,-0.052228,-0.11034,0,0.10428
0.09,0.04,0.01,-0.02649,-0.08559,0,0.093169
0.095,0.04,0.01,-0.0087208,-0.047778,0,0.070454
0.1,0.04,0.01,0,0,0,0.05597
0,0.045,0.01,0,0,0,-0.018829
0.005,0.045,0.01,-0.0096023,0.060501,0,-0.033875
0.01,0.045,0.01,-0.028442,0.10536,0,-0.056933
0.015,0.045,0.01,-0.055133,0.13323,0,-0.067488
0.02,0.045,0.01,-0.084309,0.14497,0,-0.069244
0.025,0.045,0.01,-0.1126,0.14265,0,-0.064948
0.03,0.045,0.01,-0.13796,0.12877,0,-0.055654
0.035,0.045,0.01,-0.15907,0.10584,0,-0.042232
0.04,0.045,0.01,-0.17515,0.076153,0,-0.025462
0.045,0.045,0.01,-0.18574,0.041814,0,-0.0060125
0.05,0.045,0.01,-0.19056,0.0047469,0,0.015448
0.055,0.045,0.01,-0.18937,-0.033137,0,0.038143
0.06,0.045,0.01,-0.18196,-0.06978,0,0.061089
0.065,0.045,0.01,-0.16819,-0.10282,0,0.083031
0.07,0.045,0.01,-0.14819,-0.12948,0,0.10239
0.075,0.045,0.01,-0.12255,-0.14661,0,0.11729
0.08,0.045,0.01,-0.092632,-0.15088,0,0.12581
0.085,0.045,0.01,-0.060877,-0.13925,0,0.12611
0.09,0.045,0.01,-0.031387,-0.10968,0,0.11509
0.095,0.045,0.01,-0.01052,-0.062215,0,0.089242
0.1,0.045,0.01,0,0,0,0.072305
0,0.05,0.01,0,0,0,-0.04995
0.005,0.05,0.01,-0.011193,0.075765,0,-0.066938
0.01,0.05,0.01,-0.032528,0.13016,0,-0.092241
0.015,0.05,0.01,-0.061958,0.16244,0,-0.10225
0.02,0.05,0.01,-0.093156,0.17463,0,-0.10176
0.025,0.05,0.01,-0.12247,0.17007,0,-0.094368
0.03,0.05,0.01,-0.14801,0.15228,0,-0.081502
0.035,0.05,0.01,-0.16879,0.12451,0,-0.064229
0.04,0.05,0.01,-0.1844,0.089529,0,-0.043394
0.045,0.05,0.01,-0.19474,0.049626,0,-0.019632
0.05,0.05,0.01,-0.19972,0.0067864,0,0.0064777
0.055,0.05,0.01,-0.1992,-0.037107,0,0.034256
0.06,0.05,0.01,-0.19286,-0.080011,0,0.062786
0.065,0.05,0.01,-0.18032,-0.11947,0,0.090788
0.07,0.05,0.01,-0.16125,-0.1524,0,0.11651
0.075,0.05,0.01,-0.13574,-0.175,0,0.13771
0.08,0.05,0.01,-0.10468,-0.1829,0,0.15185
0.085,0.05,0.01,-0.070283,-0.17159,0,0.15631
0.09,0.05,0.01,-0.03705,-0.13747,0,0.14662
0.095,0.05,0.01,-0.012729,-0.079303,0,0.11788
0.1,0.05,0.01,0,0,0,0.098281
0,0.055,0.01,0,0,0,-0.0935
0.005,0.055,0.01,-0.013154,0.093219,0,-0.11251
0.01,0.055,0.01,-0.037166,0.15771,0,-0.1396
0.015,0.055,0.01,-0.069011,0.19379,0,-0.14771
0.02,0.055,0.01,-0.10126,0.20534,0,-0.1433
0.025,0.055,0.01,-0.13016,0.19746,0,-0.13119
0.03,0.055,0.01,-0.15423,0.17504,0,-0.11334
0.035,0.055,0.01,-0.17308,0.14218,0,-0.091041
0.04,0.055,0.01,-0.18689,0.10207,0,-0.065164
0.045,0.055,0.01,-0.19603,0.057111,0,-0.03624
0.05,0.055,0.01,-0.20075,0.0091974,0,-0.0046642
0.055,0.055,0.01,-0.20102,-0.039996,0,0.029094
0.06,0.055,0.01,-0.19648,-0.088644,0,0.064303
0.065,0.055,0.01,-0.18642,-0.1344,0,0.099776
0.07,0.055,0.01,-0.16999,-0.17404,0,0.13368
0.075,0.055,0.01,-0.14652,-0.20317,0,0.16342
0.08,0.055,0.01,-0.11606,-0.21625,0,0.18578
0.085,0.055,0.01,-0.080206,-0.20689,0,0.19703
0.09,0.055,0.01,-0.04359,-0.16911,0,0.19079
0.095,0.055,0.01,-0.015495,-0.099472,0,0.15985
0.1,0.055,0.01,0,0,0,0.1375
0,0.06,0.01,0,0,0,-0.1533
0.005,0.06,0.01,-0.015722,0.11322,0,-0.17425
0.01,0.06,0.01,-0.042591,0.18792,0,-0.20205
0.015,0.06,0.01,-0.076143,0.22644,0,-0.20587
0.02,0.06,0.01,-0.1078,0.23558,0,-0.19488
0.025,0.06,0.01,-0.13404,0.22295,0,-0.1757
0.03,0.06,0.01,-0.15423,0.19512,0,-0.15098
0.035,0.06,0.01,-0.16893,0.1571,0,-0.12222
0.04,0.06,0.01,-0.17911,0.11242,0,-0.090236
0.045,0.06,0.01,-0.18577,0.063444,0,-0.055341
0.05,0.06,0.01,-0.18957,0.011761,0,-0.017601
0.055,0.06,0.01,-0.19068,-0.041372,0,0.022884
0.06,0.06,0.01,-0.18872,-0.094586,0,0.065741
0.065,0.06,0.01,-0.18268,-0.14592,0,0.11007
0.07,0.06,0.01,-0.17109,-0.19227,0,0.15414
0.075,0.06,0.01,-0.15232,-0.2289,0,0.19513
0.08,0.06,0.01,-0.1252,-0.24904,0,0.22913
0.085,0.06,0.01,-0.090057,-0.24405,0,0.25106
0.09,0.06,0.01,-0.051079,-0.2045,0,0.25175
0.095,0.06,0.01,-0.019044,-0.12322,0,0.22035
0.1,0.06,0.01,0,0,0,0.19547
0,0.065,0.01,0,0,0,-0.23547
0.005,0.065,0.01,-0.019302,0.13627,0,-0.25779
0.01,0.065,0.01,-0.049093,0.22043,0,-0.28372
0.015,0.065,0.01,-0.082907,0.25884,0,-0.27896
0.02,0.065,0.01,-0.11122,0.26293,0,-0.25715
0.025,0.065,0.01,-0.13147,0.24375,0,-0.22748
0.03,0.065,0.01,-0.14449,0.20981,0,-0.19338
0.035,0.065,0.01,-0.15215,0.16695,0,-0.15644
0.04,0.065,0.01,-0.15644,0.11883,0,-0.11727
0.045,0.065,0.01,-0.15904,0.067514,0,-0.075731
0.05,0.065,0.01,-0.16106,0.014086,0,-0.031371
0.055,0.065,0.01,-0.16292,-0.040842,0,0.016289
0.06,0.065,0.01,-0.16427,-0.096612,0,0.067471
0.065,0.065,0.01,-0.16391,-0.15196,0,0.12184
0.07,0.065,0.01,-0.1598,-0.2043,0,0.17809
0.075,0.065,0.01,-0.14925,-0.24896,0,0.23347
0.08,0.065,0.01,-0.12942,-0.27824,0,0.28358
0.085,0.065,0.01,-0.098589,-0.28094,0,0.32182
0.09,0.065,0.01,-0.059448,-0.243,0,0.33527
0.095,0.065,0.01,-0.02371,-0.15109,0,0.30725
0.1,0.065,0.01,0,0,0,0.28093
0,0.07,0.01,0,0,0,-0.35078
0.005,0.07,0.01,-0.024497,0.16307,0,-0.37231
0.01,0.07,0.01,-0.056824,0.25432,0,-0.39019
0.015,0.07,0.01,-0.088,0.28824,0,-0.36906
0.02,0.07,0.01,-0.10853,0.28366,0,-0.32978
0.025,0.07,0.01,-0.11805,0.25597,0,-0.28481
0.03,0.07,0.01,-0.11971,0.21562,0,-0.23816
0.035,0.07,0.01,-0.117,0.16891,0,-0.19118
0.04,0.07,0.01,-0.11293,0.11922,0,-0.14386
0.045,0.07,0.01,-0.10981,0.068006,0,-0.095332
0.05,0.07,0.01,-0.1091,0.01562,0,-0.044335
0.055,0.07,0.01,-0.11145,-0.038144,0,0.010442
0.06,0.07,0.01,-0.11665,-0.093531,0,0.070102
0.065,0.07,0.01,-0.1235,-0.15027,0,0.13523
0.07,0.07,0.01,-0.12961,-0.20678,0,0.20543
0.075,0.07,0.01,-0.13138,-0.25908,0,0.27862
0.08,0.07,0.01,-0.12413,-0.29924,0,0.35048
0.085,0.07,0.01,-0.10323,-0.31376,0,0.41314
0.09,0.07,0.01,-0.06815,-0.28289,0,0.44918
0.095,0.07,0.01,-0.0299,-0.18355,0,0.43302
0.1,0.07,0.01,0,0,0,0.4086
0,0.075,0.01,0,0,0,-0.51914
0.005,0.075,0.01,-0.031905,0.19436,0,-0.53338
0.01,0.075,0.01,-0.064985,0.28724,0,-0.52885
0.015,0.075,0.01,-0.08786,0.30989,0,-0.47736
0.02,0.075,0.01,-0.093691,0.29228,0,-0.41051
0.025,0.075,0.01,-0.086343,0.25461,0,-0.34388
0.03,0.075,0.01,-0.071965,0.20854,0,-0.28109
0.035,0.075,0.01,-0.05567,0.16004,0,-0.22239
0.04,0.075,0.01,-0.041192,0.11157,0,-0.16648
0.045,0.075,0.01,-0.031068,0.063656,0,-0.11125
0.05,0.075,0.01,-0.02686,0.01574,0,-0.054313
0.055,0.075,0.01,-0.029339,-0.033238,0,0.006753
0.06,0.075,0.01,-0.038506,-0.084469,0,0.074226
0.065,0.075,0.01,-0.05344,-0.13883,0,0.15003
0.07,0.075,0.01,-0.071944,-0.19619,0,0.23531
0.075,0.075,0.01,-0.090069,-0.2541,0,0.32963
0.08,0.075,0.01,-0.10167,-0.30565,0,0.42999
0.085,0.075,0.01,-0.09868,-0.3363,0,0.52852
0.09,0.075,0.01,-0.075173,-0.32041,0,0.60361
0.095,0.075,0.01,-0.037725,-0.22065,0,0.61753
0.1,0.075,0.01,0,0,0,0.60377
0,0.08,0.01,0,0,0,-0.7776
0.005,0.08,0.01,-0.040941,0.23044,0,-0.7674
0.01,0.08,0.01,-0.069342,0.31369,0,-0.70856
0.015,0.08,0.01,-0.073432,0.31551,0,-0.6029
0.02,0.08,0.01,-0.0548,0.28104,0,-0.49429
0.025,0.08,0.01,-0.023849,0.23379,0,-0.39835
0.03,0.08,0.01,0.010377,0.18472,0,-0.31605
0.035,0.08,0.01,0.042003,0.13804,0,-0.24481
0.04,0.08,0.01,0.067474,0.094604,0,-0.1809
0.045,0.08,0.01,0.084718,0.053715,0,-0.12032
0.05,0.08,0.01,0.09255,0.013965,0,-0.059154
0.055,0.08,0.01,0.09031,-0.026391,0,0.006351
0.06,0.08,0.01,0.077747,-0.069272,0,0.079886
0.065,0.08,0.01,0.055157,-0.11658,0,0.16511
0.07,0.08,0.01,0.023835,-0.16978,0,0.26548
0.075,0.08,0.01,-0.013073,-0.22876,0,0.38362
0.08,0.08,0.01,-0.0493,-0.28937,0,0.52005
0.085,0.08,0.01,-0.074191,-0.33879,0,0.66969
0.09,0.08,0.01,-0.074471,-0.34798,0,0.81034
0.095,0.08,0.01,-0.045535,-0.26131,0,0.89188
0.1,0.08,0.01,0,0,0,0.90975
0,0.085,0.01,0,0,0,-1.2058
0.005,0.085,0.01,-0.045464,0.26855,0,-1.124
0.01,0.085,0.01,-0.055598,0.32118,0,-0.93667
0.015,0.085,0.01,-0.023476,0.29157,0,-0.73785
0.02,0.085,0.01,0.030648,0.2403,0,-0.57029
0.025,0.085,0.01,0.089369,0.18831,0,-0.43802
0.03,0.085,0.01,0.14339,0.14214,0,-0.33477
0.035,0.085,0.01,0.18832,0.1027,0,-0.25238
0.04,0.085,0.01,0.22228,0.068798,0,-0.18303
0.045,0.085,0.01,0.2446,0.038625,0,-0.12004
0.05,0.085,0.01,0.25499,0.010262,0,-0.057749
0.055,0.085,0.01,0.25318,-0.018251,0,0.0090122
0.06,0.085,0.01,0.23873,-0.049028,0,0.085386
0.065,0.085,0.01,0.21109,-0.084453,0,0.177
0.07,0.085,0.01,0.16993,-0.12717,0,0.29037
0.075,0.085,0.01,0.11613,-0.17957,0,0.43302
0.08,0.085,0.01,0.053417,-0.24186,0,0.61223
0.085,0.085,0.01,-0.0085738,-0.30729,0,0.83109
0.09,0.085,0.01,-0.050083,-0.35085,0,1.0798
0.095,0.085,0.01,-0.045334,-0.30015,0,1.3114
0.1,0.085,0.01,0,0,0,1.4136
0,0.09,0.01,0,0,0,-2.0078
0.005,0.09,0.01,-0.015668,0.28793,0,-1.7132
0.01,0.09,0.01,0.018953,0.28549,0,-1.2005
0.015,0.09,0.01,0.10787,0.22364,0,-0.84195
0.02,0.09,0.01,0.20143,0.16575,0,-0.60406
0.025,0.09,0.01,0.28185,0.12011,0,-0.4384
0.03,0.09,0.01,0.34645,0.085489,0,-0.32121
0.035,0.09,0.01,0.39572,0.059156,0,-0.23541
0.04,0.09,0.01,0.43088,0.038431,0,-0.16768
0.045,0.09,0.01,0.45319,0.021122,0,-0.1085
0.05,0.09,0.01,0.46351,0.0054769,0,-0.050755
0.055,0.09,0.01,0.46208,-0.010052,0,0.011595
0.06,0.09,0.01,0.4484,-0.027082,0,0.084626
0.065,0.09,0.01,0.4212,-0.047606,0,0.1755
0.07,0.09,0.01,0.37849,-0.074343,0,0.29388
0.075,0.09,0.01,0.31789,-0.111,0,0.45348
0.08,0.09,0.01,0.2375,-0.16187,0,0.67231
0.085,0.09,0.01,0.13855,-0.22951,0,0.97351
0.09,0.09,0.01,0.039046,-0.30382,0,1.4027
0.095,0.09,0.01,-0.0059243,-0.3119,0,1.9922
0.1,0.09,0.01,0,0,0,2.327
0,0.095,0.01,0,0,0,-3.4531
0.005,0.095,0.01,0.18094,0.21261,0,-2.6454
0.01,0.095,0.01,0.27812,0.17737,0,-1.4234
0.015,0.095,0.01,0.4088,0.11853,0,-0.82332
0.02,0.095,0.01,0.51166,0.077431,0,-0.53233
0.025,0.095,0.01,0.5837,0.050875,0,-0.36188
0.03,0.095,0.01,0.63458,0.033547,0,-0.25457
0.035,0.095,0.01,0.67031,0.0219,0,-0.18322
0.04,0.095,0.01,0.69438,0.01361,0,-0.13028
0.045,0.095,0.01,0.70903,0.00719,0,-0.085022
0.05,0.095,0.01,0.71556,0.0016573,0,-0.04041
0.055,0.095,0.01,0.71442,-0.0037452,0,0.0091175
0.06,0.095,0.01,0.70527,-0.0097751,0,0.069136
0.065,0.095,0.01,0.68689,-0.017436,0,0.14667
0.07,0.095,0.01,0.65686,-0.028329,0,0.25249
0.075,0.095,0.01,0.61117,-0.045175,0,0.40479
0.08,0.095,0.01,0.54288,-0.072486,0,0.63403
0.085,0.095,0.01,0.44027,-0.11697,0,1.002
0.09,0.095,0.01,0.30353,-0.18211,0,1.6963
0.095,0.095,0.01,0.19605,-0.22223,0,3.0238
0.1,0.095,0.01,0,0,0,3.8863
0,0.1,0.01,0.5,0,0,-4.3667
0.005,0.1,0.01,1,0,0,-3.2057
0.01,0.1,0.01,1,0,0,-1.5093
0.015,0.1,0.01,1,0,0,-0.76872
0.02,0.1,0.01,1,0,0,-0.461
0.025,0.1,0.01,1,0,0,-0.29952
0.03,0.1,0.01,1,0,0,-0.20559
0.035,0.1,0.01,1,0,0,-0.14726
0.04,0.1,0.01,1,0,0,-0.10574
0.045,0.1,0.01,1,0,0,-0.070385
0.05,0.1,0.01,1,0,0,-0.03476
0.055,0.1,0.01,1,0,0,0.0059975
0.06,0.1,0.01,1,0,0,0.056742
0.065,0.1,0.01,1,0,0,0.12382
0.07,0.1,0.01,1,0,0,0.2177
0.075,0.1,0.01,1,0,0,0.35781
0.08,0.1,0.01,1,0,0,0.5806
0.085,0.1,0.01,1,0,0,0.97227
0.09,0.1,0.01,1,0,0,1.8185
0.095,0.1,0.01,1,0,0,3.6298
0.1,0.1,0.01,0.5,0,0,4.8485
0,0.1,0,1,0,0,-4.3667
0,0.1,0.01,1,0,0,-4.3667
0.005,0.1,0.01,1,0,0,-3.2057
0.005,0.1,0,1,0,0,-3.2057
0.01,0.1,0.01,1,0,0,-1.5093
0.01,0.1,0,1,0,0,-1.5093
0.015,0.1,0.01,1,0,0,-0.76872
0.015,0.1,0,1,0,0,-0.76872
0.02,0.1,0.01,1,0,0,-0.461
0.02,0.1,0,1,0,0,-0.461
0.025,0.1,0.01,1,0,0,-0.29952
0.025,0.1,0,1,0,0,-0.29952
0.03,0.1,0.01,1,0,0,-0.20559
0.03,0.1,0,1,0,0,-0.20559
0.035,0.1,0.01,1,0,0,-0.14726
0.035,0.1,0,1,0,0,-0.14726
0.04,0.1,0.01,1,0,0,-0.10574
0.04,0.1,0,1,0,0,-0.10574
0.045,0.1,0.01,1,0,0,-0.070385
0.045,0.1,0,1,0,0,-0.070385
0.05,0.1,0.01,1,0,0,-0.03476
0.05,0.1,0,1,0,0,-0.03476
0.055,0.1,0.01,1,0,0,0.0059975
0.055,0.1,0,1,0,0,0.0059975
0.06,0.1,0.01,1,0,0,0.056742
0.06,0.1,0,1,0,0,0.056742
0.065,0.1,0.01,1,0,0,0.12382
0.065,0.1,0,1,0,0,0.12382
0.07,0.1,0.01,1,0,0,0.2177
0.07,0.1,0,1,0,0,0.2177
0.075,0.1,0.01,1,0,0,0.35781
0.075,0.1,0,1,0,0,0.35781
0.08,0.1,0.01,1,0,0,0.5806
0.08,0.1,0,1,0,0,0.5806
0.085,0.1,0.01,1,0,0,0.97227
0.085,0.1,0,1,0,0,0.97227
0.09,0.1,0.01,1,0,0,1.8185
0.09,0.1,0,1,0,0,1.8185
0.095,0.1,0.01,1,0,0,3.6298
0.095,0.1,0,1,0,0,3.6298
0.1,0.1,0.01,1,0,0,4.8485
0.1,0.1,0,1,0,0,4.8485
0,0,0,0,0,0,-2.2313e-08
0,0,0.01,0,0,0,-2.2313e-08
0,0.005,0.01,0,0,0,0.0028411
0,0.005,0,0,0,0,0.0028411
0,0.01,0.01,0,0,0,0.0093956
0,0.01,0,0,0,0,0.0093956
0,0.015,0.01,0,0,0,0.016455
0,0.015,0,0,0,0,0.016455
0,0.02,0.01,0,0,0,0.021948
0,0.02,0,0,0,0,0.021948
0,0.025,0.01,0,0,0,0.02443
0,0.025,0,0,0,0,0.02443
0,0.03,0.01,0,0,0,0.022755
0,0.03,0,0,0,0,0.022755
0,0.035,0.01,0,0,0,0.015835
0,0.035,0,0,0,0,0.015835
0,0.04,0.01,0,0,0,0.0024649
0,0.04,0,0,0,0,0.0024649
0,0.045,0.01,0,0,0,-0.018829
0,0.045,0,0,0,0,-0.018829
0,0.05,0.01,0,0,0,-0.04995
0,0.05,0,0,0,0,-0.04995
0,0.055,0.01,0,0,0,-0.0935
0,0.055,0,0,0,0,-0.0935
0,0.06,0.01,0,0,0,-0.1533
0,0.06,0,0,0,0,-0.1533
0,0.065,0.01,0,0,0,-0.23547
0,0.065,0,0,0,0,-0.23547
0,0.07,0.01,0,0,0,-0.35078
0,0.07,0,0,0,0,-0.35078
0,0.075,0.01,0,0,0,-0.51914
0,0.075,0,0,0,0,-0.51914
0,0.08,0.01,0,0,0,-0.7776
0,0.08,0,0,0,0,-0.7776
0,0.085,0.01,0,0,0,-1.2058
0,0.085,0,0,0,0,-1.2058
0,0.09,0.01,0,0,0,-2.0078
0,0.09,0,0,0,0,-2.0078
0,0.095,0.01,0,0,0,-3.4531
0,0.095,0,0,0,0,-3.4531
0,0.1,0.01,0,0,0,-4.3667
0,0.1,0,0,0,0,-4.3667
0.1,0,0,0,0,0,0.07127
0.1,0.005,0,0,0,0,0.068439
0.1,0.005,0.01,0,0,0,0.068439
0.1,0,0.01,0,0,0,0.07127
0.1,0.01,0,0,0,0,0.061779
0.1,0.01,0.01,0,0,0,0.061779
0.1,0.015,0,0,0,0,0.054301
0.1,0.015,0.01,0,0,0,0.054301
0.1,0.02,0,0,0,0,0.047922
0.1,0.02,0.01,0,0,0,0.047922
0.1,0.025,0,0,0,0,0.043905
0.1,0.025,0.01,0,0,0,0.043905
0.1,0.03,0,0,0,0,0.04322
0.1,0.03,0.01,0,0,0,0.04322
0.1,0.035,0,0,0,0,0.046838
0.1,0.035,0.01,0,0,0,0.046838
0.1,0.04,0,0,0,0,0.05597
0.1,0.04,0.01,0,0,0,0.05597
0.1,0.045,0,0,0,0,0.072305
0.1,0.045,0.01,0,0,0,0.072305
0.1,0.05,0,0,0,0,0.098281
0.1,0.05,0.01,0,0,0,0.098281
0.1,0.055,0,0,0,0,0.1375
0.1,0.055,0.01,0,0,0,0.1375
0.1,0.06,0,0,0,0,0.19547
0.1,0.06,0.01,0,0,0,0.19547
0.1,0.065,0,0,0,0,0.28093
0.1,0.065,0.01,0,0,0,0.28093
0.1,0.07,0,0,0,0,0.4086
0.1,0.07,0.01,0,0,0,0.4086
0.1,0.075,0,0,0,0,0.60377
0.1,0.075,0.01,0,0,0,0.60377
0.1,0.08,0,0,0,0,0.90975
0.1,0.08,0.01,0,0,0,0.90975
0.1,0.085,0,0,0,0,1.4136
0.1,0.085,0.01,0,0,0,1.4136
0.1,0.09,0,0,0,0,2.327
0.1,0.09,0.01,0,0,0,2.327
0.1,0.095,0,0,0,0,3.8863
0.1,0.095,0.01,0,0,0,3.8863
0.1,0.1,0,0,0,0,4.8485
0.1,0.1,0.01,0,0,0,4.8485
0.005,0,0,0,0,0,-0.0028662
0.005,0,0.01,0,0,0,-0.0028662
0.01,0,0,0,0,0,-0.0092342
0.01,0,0.01,0,0,0,-0.0092342
0.015,0,0,0,0,0,-0.015397
0.015,0,0.01,0,0,0,-0.015397
0.02,0,0,0,0,0,-0.019019
0.02,0,0.01,0,0,0,-0.019019
0.025,0,0,0,0,0,-0.018863
0.025,0,0.01,0,0,0,-0.018863
0.03,0,0,0,0,0,-0.014518
0.03,0,0.01,0,0,0,-0.014518
0.035,0,0,0,0,0,-0.0061781
0.035,0,0.01,0,0,0,-0.0061781
0.04,0,0,0,0,0,0.0055441
0.04,0,0.01,0,0,0,0.0055441
0.045,0,0,0,0,0,0.019743
0.045,0,0.01,0,0,0,0.019743
0.05,0,0,0,0,0,0.03531
0.05,0,0.01,0,0,0,0.03531
0.055,0,0,0,0,0,0.051008
0.055,0,0.01,0,0,0,0.051008
0.06,0,0,0,0,0,0.065553
0.06,0,0.01,0,0,0,0.065553
0.065,0,0,0,0,0,0.077708
0.065,0,0.01,0,0,0,0.077708
0.07,0,0,0,0,0,0.086405
0.07,0,0.01,0,0,0,0.086405
0.075,0,0,0,0,0,0.0909
0.075,0,0.01,0,0,0,0.0909
